-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 11/21/2025 in LST
Location: latitude  11.5662   longitude 104.882 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 9.54 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS              MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR
2012,8,3,28.76,22.31,25.23,85.04,4.84,229.3,100.68,2.18
2012,8,4,32.82,22.33,27.42,79.36,4.12,256.2,100.59,0.32
2012,8,5,33.26,23.39,27.84,79.49,4.39,248.7,100.62,0.0
2012,8,6,32.68,24.2,27.96,79.32,4.95,238.4,100.66,0.12
2012,8,7,33.16,23.81,28.05,78.58,5.18,234.8,100.71,0.11
2012,8,8,32.61,23.7,27.83,80.53,4.49,239.1,100.59,1.34
2012,8,9,30.95,23.97,27.24,82.83,4.28,220.9,100.56,1.82
2012,8,10,32.76,24.01,28.0,77.99,4.2,231.5,100.73,0.14
2012,8,11,34.34,23.18,28.5,75.64,4.04,241.8,100.83,0.24
2012,8,12,33.22,24.09,28.31,78.08,4.17,241.7,100.72,0.23
2012,8,13,32.14,24.36,27.88,79.27,4.38,239.5,100.59,0.05
2012,8,14,32.97,24.37,27.92,78.48,4.59,239.5,100.59,0.03
2012,8,15,33.51,24.09,28.39,77.14,3.9,249.8,100.55,0.09
2012,8,16,32.43,24.76,27.85,79.78,3.82,252.4,100.48,1.17
2012,8,17,30.39,24.25,26.97,84.26,3.32,252.1,100.47,3.64
2012,8,18,31.07,23.68,27.11,81.7,4.09,222.4,100.63,2.48
2012,8,19,32.16,24.09,27.86,81.91,3.37,228.8,100.72,2.87
2012,8,20,32.66,24.89,28.24,77.09,2.44,261.4,100.65,0.05
2012,8,21,33.32,24.38,28.57,76.85,2.83,251.1,100.61,0.59
2012,8,22,32.25,25.09,28.02,79.74,2.65,246.4,100.57,2.68
2012,8,23,32.39,24.19,27.65,79.04,3.66,232.0,100.59,0.35
2012,8,24,32.34,24.24,27.75,81.53,3.45,217.2,100.61,1.82
2012,8,25,30.16,24.42,26.98,85.83,3.4,219.5,100.74,6.14
2012,8,26,31.84,24.08,27.44,83.44,4.25,220.3,100.68,3.64
2012,8,27,30.48,24.56,27.08,84.57,4.46,224.6,100.57,4.02
2012,8,28,30.87,24.61,27.18,85.6,4.34,219.0,100.69,14.0
2012,8,29,31.71,23.65,27.4,82.46,3.69,233.1,100.85,0.76
2012,8,30,32.92,23.93,28.16,77.56,3.35,252.8,100.82,0.11
2012,8,31,30.74,24.79,27.32,82.1,4.05,253.0,100.74,2.12
2012,9,1,29.42,23.89,26.3,86.44,3.29,229.5,100.67,5.49
2012,9,2,29.5,24.14,26.26,88.43,4.03,222.8,100.6,3.59
2012,9,3,32.47,23.49,27.55,79.35,3.55,243.3,100.58,0.88
2012,9,4,31.15,24.16,27.32,82.65,3.81,286.6,100.63,2.58
2012,9,5,29.1,24.28,26.29,88.77,3.92,284.2,100.48,5.81
2012,9,6,32.2,24.0,27.24,83.29,5.29,202.4,100.63,6.97
2012,9,7,30.67,24.47,26.98,84.77,4.38,188.2,100.87,1.88
2012,9,8,32.86,23.67,28.07,79.87,2.59,235.6,100.88,0.75
2012,9,9,32.06,24.2,27.82,78.79,2.36,302.1,100.8,4.34
2012,9,10,28.96,24.87,26.54,86.25,2.05,294.4,100.79,7.36
2012,9,11,31.41,23.66,26.99,82.17,3.0,234.7,100.78,2.02
2012,9,12,30.53,23.77,26.71,83.15,3.73,226.1,100.78,1.38
2012,9,13,28.16,23.63,25.59,89.82,3.22,229.5,100.77,4.92
2012,9,14,29.2,23.34,25.93,88.68,3.62,235.9,100.61,11.45
2012,9,15,27.52,23.59,25.2,89.79,3.12,229.5,100.64,14.51
2012,9,16,28.99,23.18,25.69,88.83,3.3,218.6,100.78,21.04
2012,9,17,29.58,23.13,26.23,87.85,2.88,223.0,100.85,3.43
2012,9,18,31.0,23.04,26.62,85.78,2.75,226.7,100.71,0.88
2012,9,19,30.56,24.26,27.11,85.69,3.63,213.7,100.68,0.56
2012,9,20,31.27,24.3,27.13,86.05,4.23,211.7,100.73,4.96
2012,9,21,28.77,24.79,26.37,90.91,4.23,223.4,100.68,7.99
2012,9,22,30.67,23.87,26.93,86.79,3.39,223.2,100.67,0.09
2012,9,23,30.3,24.26,26.93,88.1,3.08,223.0,100.58,0.87
2012,9,24,30.26,24.31,26.96,87.91,3.75,230.2,100.45,3.86
2012,9,25,29.63,24.63,26.54,89.18,3.16,214.5,100.54,8.42
2012,9,26,31.88,23.76,27.32,82.23,1.77,194.5,100.69,6.6
2012,9,27,29.07,24.37,26.35,89.09,2.7,262.1,100.7,74.35
2012,9,28,28.36,23.73,25.73,89.58,2.57,272.4,100.73,7.34
2012,9,29,29.29,24.27,26.03,87.41,2.9,328.3,100.8,2.49
2012,9,30,26.39,24.07,25.03,94.18,2.09,288.9,100.88,13.1
2012,10,1,29.04,23.21,26.12,87.9,2.25,240.6,100.98,8.71
2012,10,2,29.46,23.56,26.16,88.25,1.58,176.0,100.99,1.4
2012,10,3,29.99,23.91,26.58,88.02,1.99,247.0,100.81,10.51
2012,10,4,31.35,23.91,27.37,86.32,2.39,235.7,100.65,2.2
2012,10,5,28.07,24.83,26.2,92.76,2.91,238.5,100.73,8.28
2012,10,6,27.67,24.21,25.63,91.41,2.61,242.4,100.82,16.38
2012,10,7,26.78,24.06,25.15,93.86,3.84,233.6,100.67,33.52
2012,10,8,30.32,23.11,26.48,88.59,3.3,152.7,100.72,0.38
2012,10,9,29.66,24.47,26.72,86.64,1.27,11.0,100.8,3.57
2012,10,10,30.24,24.37,26.98,82.48,1.8,81.3,100.87,1.49
2012,10,11,30.26,23.64,26.51,81.21,1.48,67.8,100.88,5.03
2012,10,12,31.46,23.14,27.25,82.01,1.08,218.8,100.86,2.91
2012,10,13,31.83,23.58,27.42,84.14,1.72,213.8,100.83,11.54
2012,10,14,29.93,24.69,26.76,88.1,2.67,184.2,100.92,7.72
2012,10,15,30.56,23.63,26.77,86.96,2.19,177.7,101.05,0.83
2012,10,16,31.0,24.35,27.22,86.02,1.63,137.8,101.06,0.7
2012,10,17,28.96,24.13,26.01,89.79,2.02,113.9,100.96,2.34
2012,10,18,31.47,21.49,26.92,78.41,1.48,73.2,100.99,0.19
2012,10,19,31.33,23.69,27.14,81.76,2.2,77.5,100.98,0.17
2012,10,20,31.29,23.34,27.2,82.9,1.81,111.2,100.98,0.02
2012,10,21,31.65,23.85,27.58,81.66,1.73,133.7,100.94,0.47
2012,10,22,30.67,24.94,27.15,84.96,1.85,118.2,100.91,5.03
2012,10,23,30.91,23.81,26.95,84.61,2.32,123.1,100.8,7.17
2012,10,24,30.69,24.57,26.96,86.13,1.82,116.5,100.74,3.79
2012,10,25,31.88,24.33,27.68,81.1,2.09,65.8,100.69,6.21
2012,10,26,31.97,24.31,27.79,78.22,1.66,29.2,100.64,0.32
2012,10,27,32.77,23.04,27.94,79.37,1.65,255.5,100.59,0.0
2012,10,28,30.91,24.34,27.22,86.03,2.2,165.8,100.74,0.33
2012,10,29,30.58,24.56,27.31,86.91,2.01,134.2,100.75,0.58
2012,10,30,29.48,24.97,27.07,88.63,1.32,215.3,100.69,4.23
2012,10,31,28.12,24.75,26.14,91.22,1.63,187.6,100.82,1.23
2012,11,1,29.65,24.28,26.44,88.57,1.52,333.0,100.88,1.13
2012,11,2,29.84,24.27,26.64,87.75,2.07,351.9,100.85,4.25
2012,11,3,29.91,24.21,26.63,86.58,1.01,193.9,100.84,4.33
2012,11,4,30.62,24.4,27.53,83.42,1.35,333.2,100.84,25.37
2012,11,5,30.27,24.06,27.16,85.34,1.44,139.0,100.84,4.2
2012,11,6,27.6,24.17,25.74,92.08,1.87,213.6,100.93,5.06
2012,11,7,30.45,24.0,27.11,83.87,1.02,179.7,100.81,1.51
2012,11,8,31.41,23.97,27.42,83.73,1.49,169.7,100.74,16.94
2012,11,9,31.82,23.71,27.67,83.78,1.67,163.8,100.78,0.64
2012,11,10,31.6,24.33,27.66,85.25,1.77,160.2,100.85,3.55
2012,11,11,30.9,24.44,27.69,86.13,1.69,141.6,100.82,4.82
2012,11,12,30.64,25.12,27.49,87.11,1.59,275.1,100.84,0.22
2012,11,13,31.21,24.75,27.46,84.46,2.5,58.2,100.88,0.04
2012,11,14,31.4,23.64,27.17,82.93,2.86,43.0,100.78,0.05
2012,11,15,27.39,23.75,25.24,89.06,3.6,348.2,100.79,4.65
2012,11,16,30.19,24.13,26.59,89.6,3.38,124.7,100.78,17.97
2012,11,17,30.46,24.57,27.0,89.52,3.43,131.1,100.87,39.45
2012,11,18,29.62,24.07,26.75,85.43,1.59,124.7,100.9,4.71
2012,11,19,30.64,24.28,26.95,86.41,1.6,132.2,100.9,3.37
2012,11,20,30.23,24.48,26.85,87.58,1.52,183.7,100.95,4.26
2012,11,21,29.59,23.53,26.48,89.06,2.15,134.9,100.94,0.09
2012,11,22,30.18,23.86,26.86,87.84,1.5,170.8,100.85,2.9
2012,11,23,30.66,23.67,26.67,88.11,2.55,140.4,100.85,23.58
2012,11,24,29.5,24.02,26.27,90.05,2.6,147.8,100.93,5.78
2012,11,25,30.31,23.61,26.41,88.46,2.62,122.6,100.98,13.23
2012,11,26,31.12,23.16,26.75,86.25,2.28,109.9,100.95,16.99
2012,11,27,30.14,23.7,26.68,88.63,2.05,129.9,100.88,2.39
2012,11,28,29.46,24.14,26.54,87.02,2.17,96.3,100.91,0.0
2012,11,29,30.04,23.45,26.69,85.36,1.55,111.7,100.9,0.08
2012,11,30,30.57,23.14,26.62,86.92,2.68,129.7,100.85,0.9
2012,12,1,31.16,21.97,26.72,83.15,1.88,120.8,100.9,0.01
2012,12,2,31.15,22.17,26.79,84.0,1.69,162.7,100.93,0.0
2012,12,3,30.72,23.16,26.66,85.17,2.04,132.8,100.93,0.0
2012,12,4,30.6,22.28,26.37,80.74,1.56,144.6,100.92,0.0
2012,12,5,31.12,22.41,26.96,79.49,1.09,169.1,100.96,0.0
2012,12,6,27.99,23.26,25.64,86.91,1.47,247.4,100.97,0.0
2012,12,7,30.78,23.65,26.98,80.48,1.82,6.0,100.98,0.91
2012,12,8,30.72,23.28,26.88,79.37,1.25,315.9,100.94,7.62
2012,12,9,30.56,22.86,26.68,79.26,1.33,311.0,100.88,0.0
2012,12,10,30.81,22.73,26.77,77.72,1.33,288.5,100.86,0.0
2012,12,11,30.66,23.5,26.78,78.33,1.44,325.4,100.89,0.0
2012,12,12,30.58,22.25,26.3,79.24,1.59,30.9,100.93,0.0
2012,12,13,30.47,21.21,25.71,81.86,2.29,79.3,101.02,0.25
2012,12,14,30.63,22.9,26.45,86.52,2.42,80.0,101.1,0.99
2012,12,15,31.24,24.18,27.19,85.31,2.06,54.3,100.98,0.0
2012,12,16,31.9,24.3,27.88,81.56,1.59,123.5,100.95,0.0
2012,12,17,32.42,23.66,27.57,81.12,1.65,163.7,100.9,0.0
2012,12,18,32.25,22.83,27.64,80.04,1.85,138.6,100.94,0.0
2012,12,19,31.89,23.58,27.22,77.83,2.6,94.3,100.86,0.0
2012,12,20,31.88,22.57,26.98,78.97,1.39,192.1,100.85,0.0
2012,12,21,32.29,23.8,27.79,77.79,1.6,163.6,100.81,0.0
2012,12,22,32.69,24.28,27.89,77.89,2.44,108.5,100.79,0.0
2012,12,23,32.03,23.56,27.16,75.73,3.51,59.4,100.97,0.0
2012,12,24,31.01,22.14,25.75,68.28,4.53,33.7,101.01,0.0
2012,12,25,31.02,19.61,25.28,71.44,3.01,38.6,100.9,0.0
2012,12,26,32.24,22.37,26.95,73.29,2.5,81.3,100.82,0.55
2012,12,27,32.62,22.89,27.41,74.32,2.01,39.4,100.75,0.59
2012,12,28,32.95,22.59,27.63,73.16,2.45,57.2,100.66,0.0
2012,12,29,33.11,24.42,28.24,75.74,3.0,69.1,100.69,0.15
2012,12,30,34.28,24.39,28.78,75.12,2.77,55.0,100.69,0.0
2012,12,31,31.92,22.15,26.83,63.23,3.6,30.7,100.88,0.0
2013,1,1,32.24,20.71,26.57,66.61,2.48,26.8,100.95,0.0
2013,1,2,33.76,22.04,27.45,67.61,1.92,10.2,100.97,0.0
2013,1,3,33.79,21.64,27.31,68.38,2.96,53.8,101.01,0.0
2013,1,4,33.41,23.48,27.95,67.88,2.68,38.2,100.88,0.01
2013,1,5,32.66,20.41,26.41,63.29,2.51,22.2,100.78,0.04
2013,1,6,30.79,22.75,26.18,70.93,3.26,37.8,100.86,0.08
2013,1,7,29.66,22.66,25.72,73.34,3.57,33.0,100.94,0.32
2013,1,8,32.24,22.83,26.92,72.75,2.66,13.1,100.94,1.09
2013,1,9,33.38,23.65,28.36,70.08,1.76,17.7,100.83,0.86
2013,1,10,32.1,23.66,27.23,68.07,2.87,30.5,100.92,0.19
2013,1,11,29.42,22.22,25.57,66.1,3.29,36.6,101.0,0.15
2013,1,12,33.63,20.05,26.49,60.02,2.44,8.4,101.01,0.0
2013,1,13,33.03,21.01,26.62,65.27,2.23,340.8,100.97,0.17
2013,1,14,32.8,21.69,27.05,71.69,1.69,214.0,101.03,0.05
2013,1,15,32.62,23.02,27.14,68.54,2.03,158.6,101.12,0.0
2013,1,16,33.72,21.7,27.08,61.94,2.79,59.8,101.19,0.0
2013,1,17,33.84,19.7,26.39,59.26,3.39,47.6,101.23,0.0
2013,1,18,33.29,20.07,25.91,51.09,5.72,43.4,101.31,0.0
2013,1,19,32.87,18.57,25.73,53.16,3.3,46.7,101.21,0.0
2013,1,20,34.54,20.32,27.33,57.89,1.5,109.3,101.17,0.0
2013,1,21,35.37,21.76,28.55,64.91,1.61,229.6,101.16,0.0
2013,1,22,34.36,24.0,28.62,66.97,1.86,220.0,101.15,0.05
2013,1,23,34.44,23.11,28.22,68.22,1.88,198.6,101.07,0.33
2013,1,24,34.41,23.03,27.87,67.97,2.33,186.1,101.05,0.0
2013,1,25,34.44,22.03,28.0,65.27,2.54,175.2,101.04,0.0
2013,1,26,34.78,22.47,28.2,64.99,1.86,169.9,101.07,0.1
2013,1,27,34.41,21.81,27.89,62.87,2.37,164.5,101.15,0.4
2013,1,28,34.81,22.65,28.06,62.68,2.18,148.6,101.15,0.07
2013,1,29,34.58,22.29,27.9,60.67,2.18,99.1,101.16,2.73
2013,1,30,34.79,21.79,27.6,61.06,1.82,170.0,101.22,0.0
2013,1,31,35.01,22.22,28.58,63.86,1.66,150.9,101.24,0.0
2013,2,1,36.23,22.75,28.94,59.35,2.11,123.1,101.18,0.0
2013,2,2,35.61,22.07,28.28,57.25,2.29,136.6,101.09,0.0
2013,2,3,35.44,23.25,28.82,60.46,2.34,132.1,100.98,0.0
2013,2,4,37.29,24.81,30.57,57.03,2.42,139.6,101.07,0.0
2013,2,5,37.57,24.88,30.84,57.01,1.89,144.7,101.09,0.02
2013,2,6,37.07,24.61,30.53,58.88,2.36,200.4,101.01,0.0
2013,2,7,36.69,25.04,30.39,62.49,2.59,200.7,100.81,0.0
2013,2,8,37.64,24.88,30.77,60.78,3.17,153.5,100.8,0.0
2013,2,9,37.48,25.1,30.51,55.94,2.59,111.5,100.93,0.06
2013,2,10,36.84,24.04,29.8,50.66,3.04,72.2,100.95,0.0
2013,2,11,36.39,23.09,29.3,50.14,2.5,91.8,100.94,0.0
2013,2,12,38.11,24.06,30.08,50.27,3.06,44.0,100.86,0.0
2013,2,13,37.84,22.65,30.24,49.5,2.36,95.1,100.85,0.0
2013,2,14,38.27,25.37,31.59,50.65,2.86,133.4,100.78,0.0
2013,2,15,39.08,25.99,31.92,48.5,3.5,118.3,100.77,0.0
2013,2,16,38.18,25.58,31.34,49.44,3.31,124.0,100.74,0.0
2013,2,17,38.36,24.89,30.91,50.31,3.37,136.8,100.75,0.0
2013,2,18,38.26,23.64,30.66,50.19,2.89,174.5,100.71,0.0
2013,2,19,38.04,24.18,30.49,47.08,2.64,174.9,100.71,0.0
2013,2,20,37.69,24.56,30.14,49.36,2.31,152.4,100.79,0.0
2013,2,21,37.77,23.51,30.33,42.49,3.85,56.1,100.82,0.01
2013,2,22,33.07,24.57,28.09,53.39,4.63,45.9,100.96,0.32
2013,2,23,33.06,25.27,29.28,49.47,5.75,45.1,100.97,0.0
2013,2,24,35.11,26.29,30.17,52.6,4.67,48.9,100.9,0.16
2013,2,25,39.41,25.18,31.79,49.78,3.53,99.4,100.87,0.1
2013,2,26,40.28,26.32,32.79,45.13,3.44,107.8,100.84,0.0
2013,2,27,39.3,25.35,31.99,49.86,3.49,143.8,100.78,0.0
2013,2,28,39.41,25.24,31.93,52.9,4.45,152.4,100.71,0.0
2013,3,1,39.24,25.96,32.22,51.18,3.57,168.0,100.84,0.0
2013,3,2,39.5,25.85,32.33,51.1,3.96,151.6,100.96,0.0
2013,3,3,39.51,25.42,32.21,46.96,2.84,126.2,101.07,0.03
2013,3,4,37.51,26.65,32.11,44.2,3.19,58.6,101.1,0.57
2013,3,5,38.4,24.35,31.37,42.0,4.31,45.4,101.15,0.35
2013,3,6,38.11,25.13,31.31,39.29,2.91,61.1,101.09,0.0
2013,3,7,38.24,25.06,31.67,45.56,2.82,105.6,101.12,0.06
2013,3,8,37.69,25.42,31.31,49.17,2.56,195.5,101.03,0.06
2013,3,9,37.49,25.82,31.28,51.17,3.58,196.3,100.98,0.0
2013,3,10,37.84,25.76,31.53,53.07,3.55,185.6,100.91,1.04
2013,3,11,38.56,26.34,32.12,51.74,3.58,182.5,100.92,0.0
2013,3,12,38.41,26.55,32.14,51.61,3.94,197.4,100.92,0.0
2013,3,13,38.8,26.37,32.48,50.94,3.07,195.2,100.96,0.0
2013,3,14,38.22,27.04,32.46,50.8,3.82,162.4,100.99,0.01
2013,3,15,36.6,26.44,31.4,54.98,3.27,129.9,101.1,0.92
2013,3,16,35.07,26.14,30.1,61.41,2.36,164.6,101.15,5.14
2013,3,17,36.17,25.13,30.11,62.95,3.1,210.0,100.95,5.18
2013,3,18,37.33,25.21,30.79,63.34,3.32,215.9,100.76,0.0
2013,3,19,39.39,25.88,32.17,57.06,3.2,200.4,100.69,0.0
2013,3,20,38.92,26.5,32.32,54.48,3.76,205.0,100.78,0.0
2013,3,21,40.0,26.48,32.94,50.89,3.39,186.2,100.68,0.0
2013,3,22,39.84,27.02,33.02,48.39,3.47,171.2,100.68,0.0
2013,3,23,38.35,27.7,32.81,50.3,2.37,182.4,100.7,0.01
2013,3,24,37.82,27.28,32.58,53.81,2.4,206.5,100.67,0.15
2013,3,25,37.82,27.63,32.58,56.45,3.1,214.5,100.56,0.0
2013,3,26,37.97,28.19,32.73,54.55,3.58,190.2,100.58,0.0
2013,3,27,36.95,27.84,32.39,54.55,2.19,198.6,100.64,0.0
2013,3,28,39.26,28.17,33.47,50.05,2.74,185.8,100.67,0.0
2013,3,29,38.27,28.71,33.44,51.25,2.77,193.2,100.64,0.0
2013,3,30,38.71,28.87,33.49,50.25,3.46,170.8,100.6,0.53
2013,3,31,37.04,28.17,32.76,51.78,2.67,154.4,100.71,0.09
2013,4,1,37.87,28.45,32.71,54.3,3.43,174.3,100.79,3.42
2013,4,2,34.88,28.0,31.48,60.85,2.21,172.5,100.76,0.89
2013,4,3,33.1,27.83,30.57,63.1,3.51,180.9,100.65,0.0
2013,4,4,38.14,26.44,31.73,60.72,4.16,209.0,100.48,0.0
2013,4,5,40.23,27.36,33.09,56.54,4.69,221.4,100.41,0.05
2013,4,6,38.96,27.71,33.05,54.7,3.38,266.6,100.32,0.0
2013,4,7,34.78,27.45,31.15,66.05,2.35,231.2,100.33,0.03
2013,4,8,34.34,27.62,30.4,65.75,3.88,140.6,100.66,0.14
2013,4,9,36.94,26.5,31.71,57.98,3.05,150.0,100.7,0.45
2013,4,10,30.3,26.43,28.31,72.02,2.68,113.7,100.82,3.46
2013,4,11,33.37,25.61,29.16,67.64,1.68,162.4,100.79,0.46
2013,4,12,39.88,25.32,31.59,54.54,3.39,97.2,100.82,2.95
2013,4,13,38.3,26.4,30.81,63.63,3.87,131.5,100.88,4.78
2013,4,14,34.65,25.88,29.43,69.49,3.05,173.4,100.87,3.09
2013,4,15,32.46,25.21,28.44,76.27,3.44,174.7,100.78,12.6
2013,4,16,33.89,25.5,29.23,72.82,2.39,213.4,100.63,0.64
2013,4,17,30.95,25.44,27.88,79.85,3.94,205.3,100.62,4.75
2013,4,18,35.83,24.33,30.06,68.81,1.72,203.5,100.48,0.01
2013,4,19,35.37,25.82,30.51,66.65,2.3,198.5,100.53,0.0
2013,4,20,37.22,25.9,31.01,64.44,3.51,192.8,100.64,0.03
2013,4,21,35.78,26.13,30.44,67.39,2.31,178.0,100.77,0.18
2013,4,22,37.84,25.68,31.47,60.5,2.91,125.1,100.78,1.96
2013,4,23,32.7,26.31,28.68,76.5,2.18,125.7,100.98,9.89
2013,4,24,37.33,24.29,30.63,59.25,2.21,150.4,100.91,0.03
2013,4,25,34.39,26.61,30.54,66.89,2.52,155.1,100.86,0.0
2013,4,26,35.24,26.04,30.46,67.38,1.73,207.6,100.84,0.0
2013,4,27,34.01,26.4,29.96,69.34,2.1,198.8,100.76,0.0
2013,4,28,36.37,25.82,30.82,63.75,2.87,180.7,100.69,0.0
2013,4,29,38.06,26.15,31.77,59.02,2.92,174.3,100.7,0.02
2013,4,30,39.49,26.49,32.26,55.41,3.27,185.0,100.71,0.01
2013,5,1,36.35,26.84,31.18,62.7,2.76,219.5,100.56,0.22
2013,5,2,38.8,26.39,32.3,57.33,2.38,217.8,100.41,0.01
2013,5,3,34.3,27.76,30.82,63.51,2.76,199.1,100.5,0.57
2013,5,4,33.2,26.78,29.94,72.8,2.08,163.0,100.7,11.35
2013,5,5,36.56,25.96,31.04,64.13,2.16,97.6,100.75,0.64
2013,5,6,31.9,26.68,28.88,76.46,1.61,71.1,100.76,1.89
2013,5,7,34.14,25.88,30.17,68.02,1.06,206.5,100.69,0.35
2013,5,8,34.32,26.57,30.39,66.76,1.35,201.5,100.67,0.01
2013,5,9,34.37,26.49,30.42,68.57,2.09,192.5,100.68,0.66
2013,5,10,33.04,26.36,29.38,77.43,2.5,206.1,100.62,5.55
2013,5,11,33.92,25.44,29.4,76.03,3.74,203.9,100.54,2.04
2013,5,12,33.38,26.59,29.4,74.14,3.68,203.6,100.68,0.23
2013,5,13,35.35,25.73,30.15,68.57,3.18,230.1,100.64,0.05
2013,5,14,36.66,26.33,31.06,66.27,3.14,242.6,100.48,0.24
2013,5,15,35.28,26.94,30.43,71.51,3.18,232.8,100.41,2.0
2013,5,16,35.22,26.75,30.28,71.81,4.05,238.7,100.53,0.84
2013,5,17,35.68,26.64,30.59,69.79,2.63,211.0,100.69,0.65
2013,5,18,35.43,26.77,30.2,71.16,2.96,214.4,100.7,2.29
2013,5,19,33.17,25.91,29.28,74.64,3.67,222.6,100.7,1.17
2013,5,20,34.14,26.23,29.45,73.64,3.46,229.3,100.66,2.33
2013,5,21,35.3,25.55,29.89,70.38,4.09,234.7,100.63,1.3
2013,5,22,34.28,26.08,29.54,77.21,4.19,218.6,100.66,5.64
2013,5,23,33.92,26.27,29.6,75.14,3.86,213.0,100.73,0.38
2013,5,24,33.53,26.01,29.32,73.32,4.1,203.7,100.8,0.41
2013,5,25,34.95,25.68,29.48,70.17,3.89,221.8,100.79,2.19
2013,5,26,34.68,24.8,29.46,70.87,3.3,228.2,100.76,0.2
2013,5,27,37.8,25.07,30.88,65.54,3.89,241.3,100.71,0.08
2013,5,28,35.78,26.0,30.68,66.94,3.2,229.8,100.69,0.06
2013,5,29,33.88,26.66,29.94,70.48,2.34,238.2,100.71,0.65
2013,5,30,34.04,26.92,30.1,67.35,1.51,194.4,100.72,1.2
2013,5,31,31.35,25.83,28.29,77.14,1.73,192.1,100.71,3.42
2013,6,1,34.59,25.15,29.63,67.07,2.24,176.8,100.56,0.12
2013,6,2,34.76,25.33,29.45,70.78,2.89,183.1,100.47,2.3
2013,6,3,33.91,25.48,29.19,72.0,2.95,188.3,100.5,0.65
2013,6,4,33.79,25.07,29.03,73.65,2.46,135.5,100.67,3.8
2013,6,5,34.03,25.52,29.25,72.56,2.25,181.6,100.72,1.01
2013,6,6,34.96,25.36,29.79,68.06,2.19,171.1,100.7,3.47
2013,6,7,32.7,25.32,29.18,77.54,1.32,229.8,100.58,52.09
2013,6,8,34.13,26.25,29.67,74.84,2.7,252.0,100.41,0.07
2013,6,9,35.32,26.62,30.1,72.95,3.48,263.2,100.32,0.43
2013,6,10,35.33,26.44,30.29,71.72,3.67,241.8,100.25,0.18
2013,6,11,33.36,26.07,29.16,77.87,3.4,229.6,100.28,0.91
2013,6,12,29.23,25.63,27.19,85.98,3.41,208.1,100.39,11.31
2013,6,13,29.61,25.23,27.02,88.01,4.28,227.2,100.29,34.47
2013,6,14,29.39,24.8,26.56,89.16,3.78,220.5,100.26,10.44
2013,6,15,29.36,24.49,26.78,88.62,2.75,213.0,100.3,31.04
2013,6,16,29.74,24.43,26.65,89.15,3.11,228.3,100.39,22.24
2013,6,17,29.88,24.37,26.82,89.23,3.3,230.7,100.32,10.52
2013,6,18,30.11,24.96,27.17,88.45,4.04,226.0,100.29,3.75
2013,6,19,29.84,25.45,27.38,90.06,4.03,227.7,100.33,0.2
2013,6,20,29.49,25.37,27.19,89.09,3.85,245.6,100.51,2.05
2013,6,21,29.32,24.72,26.74,90.1,3.81,230.1,100.6,1.94
2013,6,22,30.21,24.45,26.82,86.48,4.31,237.4,100.53,1.03
2013,6,23,29.77,23.81,26.34,86.49,4.15,231.4,100.62,1.83
2013,6,24,32.25,22.68,27.26,83.61,3.56,224.8,100.78,2.24
2013,6,25,31.7,24.53,27.82,85.54,3.07,221.6,100.93,0.09
2013,6,26,32.05,24.15,28.07,81.45,2.43,249.6,100.85,0.3
2013,6,27,32.26,24.25,28.12,82.24,2.98,234.3,100.74,0.46
2013,6,28,32.94,24.55,28.26,81.8,3.37,232.0,100.65,1.68
2013,6,29,32.38,24.17,28.01,83.54,3.09,247.9,100.66,0.28
2013,6,30,32.2,24.49,28.12,82.35,3.22,253.5,100.59,0.11
2013,7,1,31.79,24.14,27.78,84.02,3.0,242.1,100.37,0.1
2013,7,2,29.71,24.82,27.04,87.77,3.08,231.3,100.51,0.38
2013,7,3,31.72,24.37,27.66,82.74,2.4,228.3,100.57,0.83
2013,7,4,33.57,24.16,28.36,78.86,2.81,229.4,100.47,0.85
2013,7,5,32.61,24.23,28.08,79.06,2.27,234.7,100.49,0.68
2013,7,6,30.59,24.5,27.26,84.87,3.06,193.1,100.63,2.27
2013,7,7,29.72,24.47,26.73,87.4,3.51,218.1,100.68,4.97
2013,7,8,30.24,23.93,26.67,85.28,3.53,225.5,100.79,9.25
2013,7,9,29.06,24.04,26.15,88.23,2.99,208.1,100.72,1.05
2013,7,10,31.6,23.23,27.14,81.59,3.13,230.8,100.69,0.13
2013,7,11,33.37,23.32,28.16,77.51,2.8,256.9,100.72,0.0
2013,7,12,33.03,24.68,28.11,76.64,2.91,306.9,100.68,0.02
2013,7,13,31.99,24.88,28.2,79.95,3.21,247.0,100.45,0.45
2013,7,14,30.59,25.12,27.62,84.09,3.64,241.8,100.42,2.6
